Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""SauceDemo/HomePage/AllItems""))",Chrome 126.0.0.0,,,17-07-2024 21:45:54,17-07-2024 21:45:55,0.404s,PASSED
"click(findTestObject(""SauceDemo/HomePage/CloseMenu""))",Chrome 126.0.0.0,,,17-07-2024 21:45:55,17-07-2024 21:45:55,0.464s,PASSED
,,,,,,,
Test Cases/SauceDemo/ProductsPage/SelectProduct,Chrome 126.0.0.0,,,17-07-2024 21:45:55,17-07-2024 21:46:05,9.844s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,17-07-2024 21:45:55,17-07-2024 21:45:58,2.217s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 126.0.0.0,,,17-07-2024 21:45:58,17-07-2024 21:45:59,1.117s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 126.0.0.0,,,17-07-2024 21:45:59,17-07-2024 21:46:01,1.840s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 126.0.0.0,,,17-07-2024 21:46:01,17-07-2024 21:46:01,0.524s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 126.0.0.0,,,17-07-2024 21:46:01,17-07-2024 21:46:02,0.430s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Sauce Labs Backpack""))",Chrome 126.0.0.0,,,17-07-2024 21:46:02,17-07-2024 21:46:02,0.612s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Add to cart""))",Chrome 126.0.0.0,,,17-07-2024 21:46:02,17-07-2024 21:46:03,0.528s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/a_1""))",Chrome 126.0.0.0,,,17-07-2024 21:46:03,17-07-2024 21:46:03,0.577s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/div_Sauce Labs Backpack""), ""Sauce Labs Backpack"")",Chrome 126.0.0.0,,,17-07-2024 21:46:03,17-07-2024 21:46:04,0.530s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Open Menu""))",Chrome 126.0.0.0,,,17-07-2024 21:46:04,17-07-2024 21:46:04,0.352s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/a_Logout""))",Chrome 126.0.0.0,,,17-07-2024 21:46:04,17-07-2024 21:46:05,0.375s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 21:46:05,17-07-2024 21:46:05,0.516s,PASSED
,,,,,,,
Test Cases/SauceDemo/ProductsPage/AddProductToCart,Chrome 126.0.0.0,,,17-07-2024 21:46:05,17-07-2024 21:46:15,9.738s,PASSED
"callTestCase(findTestCase(""SauceDemo/Login""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 21:46:05,17-07-2024 21:46:12,6.317s,PASSED
"click(findTestObject(""SauceDemo/ProductsPage/Selected_Product""))",Chrome 126.0.0.0,,,17-07-2024 21:46:12,17-07-2024 21:46:12,0.392s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Add to cart""))",Chrome 126.0.0.0,,,17-07-2024 21:46:12,17-07-2024 21:46:12,0.473s,PASSED
"click(findTestObject(""SauceDemo/ProductsPage/Your_Cart""))",Chrome 126.0.0.0,,,17-07-2024 21:46:12,17-07-2024 21:46:13,0.572s,PASSED
"verifyElementText(findTestObject(""SauceDemo/ProductsPage/Selected_Product""), ""Sauce Labs Backpack"")",Chrome 126.0.0.0,,,17-07-2024 21:46:13,17-07-2024 21:46:14,0.501s,PASSED
"click(findTestObject(""SauceDemo/HomePage/MenuButton""))",Chrome 126.0.0.0,,,17-07-2024 21:46:14,17-07-2024 21:46:14,0.377s,PASSED
"click(findTestObject(""SauceDemo/HomePage/Logout""))",Chrome 126.0.0.0,,,17-07-2024 21:46:14,17-07-2024 21:46:14,0.460s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 21:46:14,17-07-2024 21:46:15,0.447s,PASSED
