Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SauceDemo,Chrome 126.0.0.0,,,19-07-2024 18:03:05,19-07-2024 18:05:37,2m - 32.557s,FAILED
,,,,,,,
Test Cases/SauceDemo/Data Driven/Login_DataDriven,Chrome 126.0.0.0,,,19-07-2024 18:03:05,19-07-2024 18:03:15,9.658s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,19-07-2024 18:03:06,19-07-2024 18:03:09,2.844s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 126.0.0.0,,,19-07-2024 18:03:09,19-07-2024 18:03:10,1.223s,PASSED
"verifyElementPresent(findTestObject(""SauceDemo/Logo""), 0)",Chrome 126.0.0.0,,,19-07-2024 18:03:10,19-07-2024 18:03:10,0.738s,PASSED
"setText(findTestObject(""Object Repository/SauceDemo/Page_Swag Labs/input_Swag Labs_user-name""), Username)",Chrome 126.0.0.0,,,19-07-2024 18:03:10,19-07-2024 18:03:12,1.054s,PASSED
"setText(findTestObject(""Object Repository/SauceDemo/Page_Swag Labs/input_Swag Labs_password""), Password)",Chrome 126.0.0.0,,,19-07-2024 18:03:12,19-07-2024 18:03:13,0.976s,PASSED
"click(findTestObject(""Object Repository/SauceDemo/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 126.0.0.0,,,19-07-2024 18:03:13,19-07-2024 18:03:13,0.487s,PASSED
"click(findTestObject(""Object Repository/SauceDemo/Page_Swag Labs/div_Swag Labs""))",Chrome 126.0.0.0,,,19-07-2024 18:03:13,19-07-2024 18:03:14,0.508s,PASSED
"verifyElementText(findTestObject(""Object Repository/SauceDemo/Page_Swag Labs/div_Swag Labs""), ""Swag Labs"")",Chrome 126.0.0.0,,,19-07-2024 18:03:14,19-07-2024 18:03:14,0.428s,PASSED
"click(findTestObject(""SauceDemo/HomePage/MenuButton""))",Chrome 126.0.0.0,,,19-07-2024 18:03:14,19-07-2024 18:03:14,0.430s,PASSED
"click(findTestObject(""SauceDemo/HomePage/Logout""))",Chrome 126.0.0.0,,,19-07-2024 18:03:14,19-07-2024 18:03:15,0.429s,PASSED
,,,,,,,
Test Cases/SauceDemo/Data Driven/Login_DataDriven,Chrome 126.0.0.0,,,19-07-2024 18:03:15,19-07-2024 18:03:23,7.796s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,19-07-2024 18:03:15,19-07-2024 18:03:16,1.439s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 126.0.0.0,,,19-07-2024 18:03:16,19-07-2024 18:03:18,1.393s,PASSED
"verifyElementPresent(findTestObject(""SauceDemo/Logo""), 0)",Chrome 126.0.0.0,,,19-07-2024 18:03:18,19-07-2024 18:03:19,0.814s,PASSED
"setText(findTestObject(""Object Repository/SauceDemo/Page_Swag Labs/input_Swag Labs_user-name""), Username)",Chrome 126.0.0.0,,,19-07-2024 18:03:19,19-07-2024 18:03:20,0.954s,PASSED
"setText(findTestObject(""Object Repository/SauceDemo/Page_Swag Labs/input_Swag Labs_password""), Password)",Chrome 126.0.0.0,,,19-07-2024 18:03:20,19-07-2024 18:03:20,0.918s,PASSED
